iter	Passed	Remaining
1676	13994	27731
1677	14003	27722
1678	14011	27713
1679	14020	27706
1680	14028	27697
1681	14036	27688
1682	14044	27679
1683	14052	27670
1684	14060	27662
1685	14069	27654
1686	14078	27647
1687	14086	27639
1688	14095	27630
1689	14103	27622
1690	14111	27613
1691	14119	27605
1692	14128	27597
1693	14136	27589
1694	14144	27580
1695	14153	27572
1696	14161	27562
1697	14169	27554
1698	14177	27546
1699	14186	27538
1700	14194	27530
1701	14202	27520
1702	14210	27511
1703	14218	27502
1704	14226	27493
1705	14234	27485
1706	14244	27479
1707	14252	27470
1708	14260	27462
1709	14269	27454
1710	14278	27447
1711	14287	27439
1712	14295	27430
1713	14303	27422
1714	14312	27414
1715	14320	27405
1716	14329	27397
1717	14337	27390
1718	14346	27382
1719	14355	27374
1720	14363	27367
1721	14372	27359
1722	14381	27351
1723	14389	27344
1724	14397	27335
1725	14406	27327
1726	14415	27320
1727	14424	27312
1728	14432	27304
1729	14441	27297
1730	14450	27289
1731	14458	27281
1732	14467	27273
1733	14475	27265
1734	14484	27257
1735	14493	27249
1736	14501	27242
1737	14510	27233
1738	14518	27224
1739	14526	27216
1740	14535	27208
1741	14543	27199
1742	14551	27191
1743	14560	27183
1744	14568	27175
1745	14579	27171
1746	14589	27166
1747	14600	27162
1748	14608	27154
1749	14617	27146
1750	14626	27139
1751	14634	27130
1752	14642	27120
1753	14650	27113
1754	14658	27103
1755	14667	27096
1756	14675	27087
1757	14684	27079
1758	14692	27070
1759	14700	27061
1760	14708	27052
1761	14716	27044
1762	14724	27035
1763	14733	27027
1764	14741	27018
1765	14749	27010
1766	14758	27003
1767	14767	26995
1768	14776	26988
1769	14784	26979
1770	14793	26972
1771	14801	26963
1772	14809	26954
1773	14817	26945
1774	14825	26936
1775	14834	26929
1776	14843	26921
1777	14851	26913
1778	14859	26904
1779	14867	26895
1780	14876	26887
1781	14885	26879
1782	14892	26870
1783	14900	26861
1784	14908	26852
1785	14917	26844
1786	14925	26835
1787	14932	26825
1788	14940	26816
1789	14948	26807
1790	14957	26799
1791	14965	26791
1792	14974	26782
1793	14982	26774
1794	14990	26765
1795	14998	26757
1796	15006	26747
1797	15015	26740
1798	15023	26730
1799	15030	26721
1800	15039	26714
1801	15047	26704
1802	15056	26696
1803	15064	26688
1804	15072	26679
1805	15081	26671
1806	15089	26663
1807	15098	26655
1808	15105	26646
1809	15114	26637
1810	15122	26629
1811	15131	26621
1812	15138	26611
1813	15146	26603
1814	15155	26594
1815	15163	26586
1816	15171	26576
1817	15179	26567
1818	15187	26559
1819	15195	26550
1820	15204	26542
1821	15212	26534
1822	15221	26527
1823	15230	26519
1824	15238	26510
1825	15247	26502
1826	15255	26494
1827	15264	26487
1828	15272	26478
1829	15281	26470
1830	15289	26461
1831	15297	26453
1832	15305	26445
1833	15314	26437
1834	15323	26430
1835	15332	26423
1836	15341	26415
1837	15350	26407
1838	15358	26399
1839	15367	26391
1840	15376	26384
1841	15385	26377
1842	15394	26370
1843	15403	26363
1844	15412	26356
1845	15421	26348
1846	15429	26340
1847	15438	26332
1848	15446	26323
1849	15455	26316
1850	15464	26308
1851	15472	26299
1852	15481	26293
1853	15490	26286
1854	15499	26278
1855	15508	26271
1856	15517	26263
1857	15525	26254
1858	15533	26245
1859	15542	26238
1860	15551	26230
1861	15558	26221
1862	15567	26212
1863	15575	26204
1864	15584	26196
1865	15593	26188
1866	15601	26180
1867	15609	26171
1868	15617	26163
1869	15626	26155
1870	15634	26147
1871	15643	26139
1872	15652	26132
1873	15661	26123
1874	15669	26115
1875	15678	26108
1876	15687	26101
1877	15696	26093
1878	15704	26085
1879	15713	26077
1880	15721	26069
1881	15730	26060
1882	15738	26052
1883	15747	26044
1884	15755	26036
1885	15764	26029
1886	15773	26021
1887	15782	26013
1888	15790	26005
1889	15799	25997
1890	15807	25989
1891	15816	25981
1892	15824	25973
1893	15833	25965
1894	15841	25956
1895	15849	25947
1896	15858	25939
1897	15866	25931
1898	15875	25924
1899	15884	25917
1900	15893	25909
1901	15902	25901
1902	15910	25893
1903	15919	25885
1904	15927	25877
1905	15936	25869
1906	15944	25861
1907	15953	25853
1908	15961	25844
1909	15969	25835
1910	15979	25829
1911	15988	25821
1912	15996	25814
1913	16005	25806
1914	16013	25797
1915	16023	25790
1916	16031	25783
1917	16040	25774
1918	16048	25766
1919	16056	25757
1920	16065	25749
1921	16073	25740
1922	16081	25732
1923	16090	25724
1924	16098	25716
1925	16107	25708
1926	16115	25699
1927	16124	25691
1928	16132	25683
1929	16141	25675
1930	16150	25668
1931	16159	25661
1932	16168	25653
1933	16176	25645
1934	16184	25636
1935	16193	25628
1936	16201	25619
1937	16209	25611
1938	16217	25602
1939	16225	25593
1940	16234	25585
1941	16242	25577
1942	16251	25568
1943	16259	25559
1944	16267	25551
1945	16275	25542
1946	16283	25533
1947	16291	25524
1948	16299	25516
1949	16308	25507
1950	16316	25498
1951	16324	25490
1952	16333	25482
1953	16342	25474
1954	16350	25466
1955	16359	25459
1956	16367	25451
1957	16376	25443
1958	16384	25434
1959	16393	25426
1960	16401	25418
1961	16409	25409
1962	16418	25401
1963	16427	25394
1964	16436	25386
1965	16445	25379
1966	16454	25371
1967	16462	25363
1968	16471	25355
1969	16480	25347
1970	16488	25339
1971	16496	25330
1972	16505	25322
1973	16513	25314
1974	16522	25305
1975	16531	25299
1976	16539	25290
1977	16547	25282
1978	16557	25275
1979	16565	25267
1980	16574	25259
1981	16582	25250
1982	16591	25242
1983	16600	25235
1984	16608	25227
1985	16617	25219
1986	16626	25211
1987	16634	25203
1988	16642	25194
1989	16651	25186
1990	16660	25178
1991	16669	25171
1992	16677	25162
1993	16686	25155
1994	16695	25147
1995	16704	25140
1996	16713	25132
1997	16721	25124
1998	16729	25115
1999	16738	25107
2000	16746	25099
2001	16754	25090
2002	16763	25082
2003	16771	25073
2004	16780	25065
2005	16789	25058
2006	16798	25050
2007	16807	25043
2008	16815	25034
2009	16823	25026
2010	16832	25018
2011	16840	25010
2012	16848	25001
2013	16857	24992
2014	16866	24985
2015	16874	24976
2016	16883	24969
2017	16891	24960
2018	16900	24952
2019	16908	24943
2020	16917	24936
2021	16925	24928
2022	16934	24919
2023	16942	24911
2024	16950	24901
2025	16958	24894
2026	16966	24885
2027	16974	24876
2028	16983	24868
2029	16991	24860
2030	17001	24853
2031	17009	24844
2032	17017	24835
2033	17025	24826
2034	17034	24818
2035	17042	24810
2036	17050	24802
2037	17058	24792
2038	17067	24785
2039	17075	24776
2040	17084	24768
2041	17092	24759
2042	17100	24751
2043	17108	24741
2044	17116	24733
2045	17124	24724
2046	17133	24716
2047	17141	24708
2048	17150	24700
2049	17158	24691
2050	17167	24683
2051	17175	24675
2052	17183	24666
2053	17192	24658
2054	17200	24649
2055	17208	24640
2056	17216	24631
2057	17224	24622
2058	17232	24614
2059	17241	24607
2060	17250	24599
2061	17259	24591
2062	17268	24583
2063	17276	24575
2064	17284	24567
2065	17293	24559
2066	17302	24552
2067	17311	24544
2068	17320	24536
2069	17328	24527
2070	17336	24519
2071	17345	24511
2072	17354	24503
2073	17362	24494
2074	17370	24485
2075	17378	24477
2076	17386	24469
2077	17395	24460
2078	17403	24451
2079	17411	24443
2080	17421	24436
2081	17429	24427
2082	17437	24419
2083	17445	24410
2084	17453	24401
2085	17461	24393
2086	17470	24384
2087	17478	24376
2088	17486	24366
2089	17494	24358
2090	17503	24350
2091	17512	24342
2092	17520	24334
2093	17528	24325
2094	17536	24316
2095	17545	24308
2096	17553	24300
2097	17562	24292
2098	17570	24283
2099	17579	24275
2100	17587	24267
2101	17596	24260
2102	17604	24251
2103	17612	24242
2104	17621	24235
2105	17630	24227
2106	17638	24218
2107	17647	24210
2108	17654	24201
2109	17663	24192
2110	17671	24183
2111	17679	24174
2112	17687	24166
2113	17696	24158
2114	17704	24150
2115	17712	24141
2116	17720	24132
2117	17728	24123
2118	17736	24114
2119	17744	24105
2120	17752	24097
2121	17761	24089
2122	17769	24080
2123	17777	24071
2124	17785	24063
2125	17794	24055
2126	17802	24045
2127	17810	24037
2128	17818	24028
2129	17826	24019
2130	17835	24011
2131	17843	24003
2132	17851	23994
2133	17859	23985
2134	17867	23977
2135	17875	23968
2136	17884	23960
2137	17892	23951
2138	17900	23942
2139	17908	23934
2140	17916	23925
2141	17924	23915
2142	17932	23906
2143	17939	23897
2144	17948	23889
2145	17956	23881
2146	17965	23872
2147	17973	23863
2148	17980	23854
2149	17989	23846
2150	17997	23837
2151	18005	23828
2152	18013	23819
2153	18021	23810
2154	18030	23803
2155	18038	23794
2156	18046	23785
2157	18053	23776
2158	18061	23767
2159	18069	23758
2160	18078	23750
2161	18086	23741
2162	18094	23732
2163	18102	23724
2164	18110	23715
2165	18119	23706
2166	18127	23698
2167	18135	23689
2168	18143	23681
2169	18152	23673
2170	18160	23665
2171	18168	23656
2172	18177	23648
2173	18186	23640
2174	18194	23631
2175	18202	23623
2176	18210	23614
2177	18218	23605
2178	18227	23598
2179	18235	23589
2180	18244	23581
2181	18252	23573
2182	18260	23563
2183	18268	23555
2184	18276	23546
2185	18285	23538
2186	18294	23531
2187	18302	23522
2188	18310	23513
2189	18318	23504
2190	18327	23496
2191	18335	23488
2192	18344	23480
2193	18352	23471
2194	18360	23462
2195	18368	23454
2196	18377	23446
2197	18385	23437
2198	18393	23429
2199	18402	23420
2200	18410	23412
2201	18418	23404
2202	18427	23396
2203	18435	23387
2204	18443	23378
2205	18451	23370
2206	18460	23362
2207	18468	23353
2208	18476	23344
2209	18484	23335
2210	18492	23327
2211	18500	23318
2212	18509	23310
2213	18517	23301
2214	18526	23293
2215	18535	23286
2216	18544	23278
2217	18552	23269
2218	18560	23261
2219	18568	23252
2220	18577	23244
2221	18585	23236
2222	18593	23227
2223	18601	23218
2224	18609	23209
2225	18617	23200
2226	18625	23192
2227	18633	23183
2228	18642	23175
2229	18650	23166
2230	18659	23158
2231	18667	23150
2232	18676	23142
2233	18685	23134
2234	18693	23126
2235	18703	23119
2236	18712	23111
2237	18720	23103
2238	18727	23094
2239	18736	23086
2240	18745	23078
2241	18754	23070
2242	18762	23061
2243	18770	23053
2244	18779	23045
2245	18787	23036
2246	18795	23027
2247	18803	23019
2248	18811	23010
2249	18819	23002
2250	18828	22994
2251	18837	22985
2252	18844	22976
2253	18853	22968
2254	18861	22960
2255	18869	22951
2256	18884	22950
2257	18892	22941
2258	18899	22932
2259	18908	22924
2260	18916	22915
2261	18924	22906
2262	18932	22897
2263	18941	22890
2264	18950	22882
2265	18958	22873
2266	18966	22864
2267	18974	22856
2268	18982	22847
2269	18989	22838
2270	18998	22830
2271	19007	22822
2272	19015	22814
2273	19023	22804
2274	19032	22796
2275	19040	22788
2276	19048	22780
2277	19057	22771
2278	19065	22762
2279	19073	22754
2280	19082	22746
2281	19090	22738
2282	19098	22729
2283	19106	22720
2284	19114	22711
2285	19122	22703
2286	19130	22694
2287	19139	22685
2288	19146	22676
2289	19155	22668
2290	19164	22661
2291	19172	22652
2292	19181	22644
2293	19189	22636
2294	19197	22627
2295	19206	22619
2296	19214	22610
2297	19222	22602
2298	19231	22593
2299	19239	22585
2300	19247	22576
2301	19255	22567
2302	19262	22558
2303	19270	22549
2304	19278	22539
2305	19285	22530
2306	19294	22522
2307	19303	22514
2308	19311	22506
2309	19319	22497
2310	19327	22489
2311	19335	22480
2312	19343	22471
2313	19351	22462
2314	19359	22453
2315	19367	22444
2316	19375	22436
2317	19384	22428
2318	19391	22418
2319	19399	22410
2320	19407	22401
2321	19416	22393
2322	19424	22384
2323	19432	22375
2324	19440	22367
2325	19448	22358
2326	19457	22350
2327	19465	22342
2328	19473	22333
2329	19481	22324
2330	19490	22316
2331	19498	22307
2332	19507	22299
2333	19514	22290
2334	19523	22282
2335	19531	22273
2336	19539	22265
2337	19548	22257
2338	19556	22248
2339	19564	22240
2340	19573	22231
2341	19581	22223
2342	19589	22215
2343	19598	22206
2344	19606	22198
2345	19616	22191
2346	19625	22184
2347	19633	22175
2348	19642	22167
2349	19651	22159
2350	19659	22151
2351	19667	22142
2352	19675	22134
2353	19683	22125
2354	19691	22116
2355	19700	22108
2356	19708	22099
2357	19716	22091
2358	19725	22082
2359	19733	22074
2360	19742	22067
2361	19750	22058
2362	19759	22050
2363	19767	22041
2364	19775	22033
2365	19784	22025
2366	19792	22017
2367	19800	22008
2368	19809	22000
2369	19818	21992
2370	19826	21983
2371	19834	21975
2372	19842	21965
2373	19850	21957
2374	19858	21948
2375	19866	21940
2376	19875	21932
2377	19883	21924
2378	19892	21915
2379	19900	21907
2380	19908	21898
2381	19916	21889
2382	19924	21880
2383	19933	21872
2384	19941	21864
2385	19949	21856
2386	19958	21847
2387	19966	21838
2388	19973	21829
2389	19981	21821
2390	19990	21812
2391	19998	21804
2392	20007	21796
2393	20015	21787
2394	20023	21779
2395	20032	21771
2396	20040	21762
2397	20048	21754
2398	20056	21745
2399	20064	21736
2400	20073	21728
2401	20081	21720
2402	20089	21711
2403	20097	21703
2404	20105	21693
2405	20113	21685
2406	20121	21676
2407	20129	21667
2408	20137	21658
2409	20145	21649
2410	20154	21642
2411	20162	21633
2412	20170	21625
2413	20179	21616
2414	20187	21608
2415	20194	21599
2416	20203	21590
2417	20211	21582
2418	20220	21574
2419	20228	21565
2420	20237	21557
2421	20246	21550
2422	20254	21541
2423	20262	21533
2424	20271	21525
2425	20279	21517
2426	20288	21508
2427	20296	21500
2428	20305	21492
2429	20313	21483
2430	20322	21475
2431	20330	21467
2432	20339	21459
2433	20347	21450
2434	20355	21442
2435	20363	21433
2436	20371	21425
2437	20379	21416
2438	20388	21408
2439	20395	21398
2440	20404	21391
2441	20412	21382
2442	20421	21374
2443	20429	21365
2444	20437	21356
2445	20445	21348
2446	20453	21339
2447	20461	21331
2448	20469	21322
2449	20477	21313
2450	20487	21306
2451	20494	21297
2452	20502	21288
2453	20510	21279
2454	20518	21270
2455	20527	21262
2456	20535	21253
2457	20542	21245
2458	20550	21235
2459	20559	21227
2460	20567	21219
2461	20575	21210
2462	20583	21201
2463	20591	21193
2464	20599	21184
2465	20607	21175
2466	20615	21166
2467	20624	21159
2468	20632	21150
2469	20640	21142
2470	20649	21134
2471	20657	21125
2472	20665	21117
2473	20673	21108
2474	20681	21099
2475	20689	21091
2476	20698	21082
2477	20706	21073
2478	20713	21064
2479	20721	21055
2480	20729	21046
2481	20737	21037
2482	20745	21029
2483	20753	21020
2484	20761	21011
2485	20770	21003
2486	20777	20995
2487	20785	20986
2488	20794	20977
2489	20802	20969
2490	20810	20961
2491	20819	20952
2492	20826	20943
2493	20834	20934
2494	20842	20926
2495	20850	20917
2496	20858	20908
2497	20880	20913
2498	20888	20904
2499	20896	20896
2500	20904	20887
2501	20913	20879
2502	20920	20870
2503	20928	20861
2504	20936	20852
2505	20944	20844
2506	20953	20836
2507	20961	20827
2508	20969	20819
2509	20978	20811
2510	20986	20803
2511	20994	20794
2512	21002	20785
2513	21010	20776
2514	21019	20768
2515	21027	20759
2516	21035	20751
2517	21043	20742
2518	21051	20733
2519	21059	20725
2520	21068	20717
2521	21077	20709
2522	21085	20701
2523	21093	20692
2524	21102	20685
2525	21112	20677
2526	21120	20669
2527	21128	20660
2528	21137	20652
2529	21145	20643
2530	21153	20635
2531	21161	20626
2532	21169	20618
2533	21178	20610
2534	21187	20602
2535	21195	20593
2536	21204	20586
2537	21213	20578
2538	21222	20570
2539	21231	20562
2540	21240	20555
2541	21250	20547
2542	21258	20540
2543	21267	20532
2544	21276	20524
2545	21285	20516
2546	21294	20509
2547	21304	20501
2548	21312	20493
2549	21322	20485
2550	21331	20478
2551	21339	20469
2552	21347	20460
2553	21354	20451
2554	21362	20443
2555	21371	20434
2556	21379	20426
2557	21387	20417
2558	21395	20408
2559	21403	20399
2560	21411	20391
2561	21419	20383
2562	21427	20374
2563	21435	20365
2564	21444	20357
2565	21453	20349
2566	21461	20340
2567	21469	20332
2568	21477	20323
2569	21485	20315
2570	21494	20306
2571	21502	20298
2572	21511	20290
2573	21519	20281
2574	21527	20273
2575	21536	20265
2576	21544	20256
2577	21551	20247
2578	21560	20239
2579	21568	20230
2580	21576	20222
2581	21584	20213
2582	21593	20205
2583	21601	20197
2584	21610	20189
2585	21618	20181
2586	21626	20172
2587	21635	20164
2588	21643	20155
2589	21651	20146
2590	21659	20138
2591	21667	20129
2592	21676	20121
2593	21684	20112
2594	21693	20104
2595	21702	20096
2596	21710	20088
2597	21718	20079
2598	21726	20071
2599	21734	20062
2600	21743	20054
2601	21751	20045
2602	21758	20036
2603	21766	20028
2604	21775	20019
2605	21784	20011
2606	21792	20003
2607	21800	19995
2608	21809	19986
2609	21817	19978
2610	21825	19969
2611	21833	19961
2612	21842	19952
2613	21850	19944
2614	21858	19936
2615	21867	19928
2616	21875	19919
2617	21883	19911
2618	21891	19902
2619	21899	19893
2620	21907	19884
2621	21915	19875
2622	21923	19867
2623	21931	19858
2624	21939	19850
2625	21948	19841
2626	21957	19834
2627	21965	19825
2628	21973	19816
2629	21980	19807
2630	21989	19799
2631	21998	19791
2632	22006	19783
2633	22014	19774
2634	22022	19766
2635	22031	19757
2636	22039	19749
2637	22047	19740
2638	22055	19732
2639	22064	19724
2640	22073	19716
2641	22081	19707
2642	22089	19699
2643	22097	19690
2644	22106	19682
2645	22115	19674
2646	22123	19665
2647	22130	19657
2648	22138	19648
2649	22146	19639
2650	22154	19631
2651	22163	19622
2652	22170	19613
2653	22179	19605
2654	22187	19596
2655	22196	19588
2656	22204	19580
2657	22213	19572
2658	22221	19563
2659	22229	19554
2660	22237	19546
2661	22245	19537
2662	22253	19529
2663	22261	19520
2664	22270	19512
2665	22279	19504
2666	22287	19496
2667	22295	19487
2668	22303	19479
2669	22312	19470
2670	22320	19462
2671	22328	19453
2672	22336	19445
2673	22344	19436
2674	22351	19427
2675	22360	19419
2676	22367	19410
2677	22376	19401
2678	22384	19393
2679	22392	19384
2680	22400	19376
2681	22408	19367
2682	22417	19359
2683	22426	19351
2684	22434	19342
2685	22442	19334
2686	22451	19326
2687	22459	19317
2688	22467	19308
2689	22475	19300
2690	22484	19292
2691	22492	19284
2692	22500	19275
2693	22509	19267
2694	22516	19258
2695	22525	19250
2696	22533	19241
2697	22541	19232
2698	22549	19224
2699	22558	19216
2700	22566	19207
2701	22574	19198
2702	22582	19190
2703	22590	19181
2704	22598	19173
2705	22607	19165
2706	22615	19156
2707	22623	19148
2708	22632	19140
2709	22640	19131
2710	22649	19123
2711	22657	19115
2712	22666	19107
2713	22674	19098
2714	22683	19090
2715	22691	19082
2716	22699	19073
2717	22706	19064
2718	22714	19055
2719	22722	19046
2720	22729	19037
2721	22737	19028
2722	22745	19020
2723	22754	19011
2724	22761	19003
2725	22769	18994
2726	22777	18985
2727	22785	18976
2728	22793	18967
2729	22801	18959
2730	22809	18951
2731	22817	18942
2732	22825	18933
2733	22833	18924
2734	22841	18916
2735	22849	18907
2736	22857	18898
2737	22864	18889
2738	22872	18881
2739	22880	18872
2740	22888	18863
2741	22896	18854
2742	22904	18846
2743	22912	18837
2744	22920	18829
2745	22929	18821
2746	22937	18812
2747	22945	18804
2748	22953	18795
2749	22962	18787
2750	22971	18779
2751	22980	18771
2752	22988	18762
2753	22995	18754
2754	23003	18745
2755	23011	18736
2756	23020	18728
2757	23028	18720
2758	23036	18711
2759	23044	18702
2760	23055	18696
2761	23065	18689
2762	23074	18681
2763	23083	18673
2764	23091	18665
2765	23100	18657
2766	23108	18648
2767	23115	18639
2768	23124	18631
2769	23132	18623
2770	23140	18614
2771	23148	18605
2772	23156	18597
2773	23164	18588
2774	23172	18580
2775	23181	18571
2776	23189	18563
2777	23198	18555
2778	23205	18546
2779	23213	18537
2780	23221	18528
2781	23229	18520
2782	23237	18511
2783	23245	18502
2784	23253	18494
2785	23261	18485
2786	23269	18477
2787	23278	18469
2788	23286	18460
2789	23294	18451
2790	23302	18443
2791	23311	18435
2792	23319	18426
2793	23326	18417
2794	23334	18408
2795	23342	18400
2796	23350	18391
2797	23358	18383
2798	23366	18374
2799	23374	18365
2800	23383	18357
2801	23391	18349
2802	23400	18341
2803	23409	18333
2804	23417	18324
2805	23426	18316
2806	23434	18308
2807	23442	18299
2808	23450	18291
2809	23458	18282
2810	23467	18274
2811	23476	18266
2812	23484	18257
2813	23491	18249
2814	23500	18240
2815	23508	18232
2816	23516	18223
2817	23524	18215
2818	23532	18206
2819	23541	18198
2820	23550	18190
2821	23559	18182
2822	23567	18174
2823	23575	18166
2824	23583	18157
2825	23592	18149
2826	23600	18140
2827	23608	18132
2828	23616	18123
2829	23623	18114
2830	23632	18106
2831	23640	18097
2832	23648	18089
2833	23657	18081
2834	23665	18072
2835	23673	18064
2836	23682	18055
2837	23689	18047
2838	23698	18038
2839	23705	18029
2840	23713	18021
2841	23721	18012
2842	23729	18003
2843	23737	17994
2844	23745	17986
2845	23753	17977
2846	23761	17969
2847	23769	17960
2848	23777	17951
2849	23785	17943
2850	23793	17934
2851	23801	17926
2852	23809	17917
2853	23817	17909
2854	23825	17900
2855	23834	17892
2856	23842	17883
2857	23849	17874
2858	23858	17866
2859	23866	17857
2860	23874	17849
2861	23882	17840
2862	23890	17832
2863	23898	17824
2864	23907	17815
2865	23915	17807
2866	23923	17798
2867	23932	17790
2868	23940	17782
2869	23948	17773
2870	23956	17765
2871	23965	17756
2872	23973	17748
2873	23981	17740
2874	23989	17731
2875	23998	17723
2876	24006	17714
2877	24014	17706
2878	24023	17698
2879	24032	17690
2880	24040	17682
2881	24049	17674
2882	24058	17666
2883	24066	17657
2884	24075	17649
2885	24084	17641
2886	24093	17634
2887	24102	17625
2888	24110	17617
2889	24119	17609
2890	24128	17601
2891	24136	17592
2892	24144	17584
2893	24152	17576
2894	24160	17567
2895	24168	17559
2896	24177	17550
2897	24185	17542
2898	24194	17534
2899	24202	17525
2900	24211	17517
2901	24219	17509
2902	24229	17501
2903	24237	17493
2904	24245	17484
2905	24253	17476
2906	24261	17468
2907	24269	17459
2908	24277	17450
2909	24285	17442
2910	24293	17433
2911	24301	17425
2912	24309	17416
2913	24317	17407
2914	24326	17399
2915	24334	17391
2916	24342	17382
2917	24350	17374
2918	24358	17365
2919	24366	17356
2920	24374	17348
2921	24382	17339
2922	24390	17331
2923	24398	17322
2924	24406	17314
2925	24415	17306
2926	24424	17297
2927	24432	17289
2928	24440	17280
2929	24448	17272
2930	24456	17263
2931	24464	17255
2932	24472	17246
2933	24479	17237
2934	24488	17229
2935	24496	17220
2936	24503	17211
2937	24512	17203
2938	24519	17194
2939	24528	17186
2940	24537	17178
2941	24546	17170
2942	24554	17162
2943	24562	17153
2944	24570	17145
2945	24578	17136
2946	24586	17128
2947	24594	17119
2948	24603	17111
2949	24611	17102
2950	24619	17094
2951	24627	17086
2952	24636	17077
2953	24645	17069
2954	24653	17061
2955	24662	17053
2956	24670	17044
2957	24678	17036
2958	24686	17027
2959	24695	17019
2960	24703	17011
2961	24712	17003
2962	24719	16994
2963	24727	16985
2964	24735	16977
2965	24743	16968
2966	24751	16959
2967	24760	16951
2968	24768	16943
2969	24776	16934
2970	24784	16926
2971	24793	16917
2972	24801	16909
2973	24809	16900
2974	24817	16892
2975	24825	16884
2976	24833	16875
2977	24841	16866
2978	24849	16858
2979	24857	16849
2980	24865	16840
2981	24873	16832
2982	24882	16824
2983	24890	16816
2984	24899	16807
2985	24907	16799
2986	24915	16791
2987	24923	16782
2988	24931	16774
2989	24939	16765
2990	24948	16757
2991	24956	16748
2992	24963	16739
2993	24972	16731
2994	24980	16723
2995	24988	16714
2996	24997	16706
2997	25005	16698
2998	25013	16689
2999	25021	16681
3000	25029	16672
3001	25038	16664
3002	25046	16655
3003	25054	16647
3004	25062	16638
3005	25071	16630
3006	25079	16622
3007	25087	16613
3008	25096	16605
3009	25104	16597
3010	25112	16589
3011	25121	16581
3012	25130	16573
3013	25139	16564
3014	25147	16556
3015	25156	16548
3016	25164	16539
3017	25172	16531
3018	25180	16522
3019	25188	16514
3020	25197	16506
3021	25205	16497
3022	25213	16489
3023	25221	16480
3024	25230	16472
3025	25238	16464
3026	25246	16455
3027	25254	16447
3028	25262	16438
3029	25270	16430
3030	25279	16422
3031	25287	16413
3032	25295	16405
3033	25304	16396
3034	25312	16388
3035	25321	16380
3036	25330	16372
3037	25338	16364
3038	25346	16355
3039	25355	16347
3040	25363	16339
3041	25371	16330
3042	25379	16322
3043	25388	16313
3044	25396	16305
3045	25405	16297
3046	25413	16288
3047	25421	16280
3048	25430	16272
3049	25438	16264
3050	25447	16255
3051	25455	16247
3052	25463	16238
3053	25471	16230
3054	25479	16222
3055	25488	16213
3056	25496	16205
3057	25505	16197
3058	25513	16188
3059	25521	16180
3060	25529	16171
3061	25538	16163
3062	25545	16154
3063	25554	16146
3064	25562	16138
3065	25571	16129
3066	25579	16121
3067	25587	16113
3068	25595	16104
3069	25604	16096
3070	25613	16088
3071	25621	16080
3072	25629	16071
3073	25638	16063
3074	25646	16055
3075	25655	16047
3076	25663	16038
3077	25671	16030
3078	25679	16021
3079	25688	16013
3080	25696	16004
3081	25704	15996
3082	25712	15988
3083	25720	15979
3084	25729	15971
3085	25737	15963
3086	25746	15954
3087	25753	15946
3088	25761	15937
3089	25769	15928
3090	25778	15920
3091	25787	15912
3092	25796	15904
3093	25805	15896
3094	25813	15888
3095	25822	15880
3096	25830	15872
3097	25839	15864
3098	25848	15855
3099	25856	15847
3100	25865	15839
3101	25873	15830
3102	25881	15822
3103	25889	15814
3104	25898	15805
3105	25906	15797
3106	25914	15789
3107	25923	15781
3108	25932	15772
3109	25939	15763
3110	25947	15755
3111	25955	15746
3112	25963	15738
3113	25971	15729
3114	25979	15721
3115	25988	15713
3116	25996	15704
3117	26005	15696
3118	26013	15688
3119	26021	15679
3120	26029	15671
3121	26038	15662
3122	26046	15654
3123	26054	15646
3124	26063	15637
3125	26071	15629
3126	26080	15621
3127	26089	15613
3128	26097	15605
3129	26105	15596
3130	26113	15588
3131	26122	15579
3132	26129	15571
3133	26138	15563
3134	26147	15554
3135	26155	15546
3136	26164	15538
3137	26172	15530
3138	26180	15521
3139	26189	15513
3140	26197	15505
3141	26206	15496
3142	26213	15488
3143	26222	15479
3144	26230	15471
3145	26238	15462
3146	26246	15454
3147	26254	15445
3148	26262	15437
3149	26269	15428
3150	26279	15420
3151	26287	15412
3152	26295	15403
3153	26303	15395
3154	26312	15387
3155	26321	15379
3156	26329	15370
3157	26337	15362
3158	26346	15353
3159	26354	15345
3160	26362	15337
3161	26370	15328
3162	26379	15320
3163	26387	15312
3164	26395	15303
3165	26403	15295
3166	26412	15287
3167	26421	15279
3168	26429	15270
3169	26437	15262
3170	26446	15254
3171	26455	15245
3172	26463	15237
3173	26471	15229
3174	26479	15220
3175	26488	15212
3176	26496	15203
3177	26504	15195
3178	26513	15187
3179	26521	15178
3180	26530	15170
3181	26537	15162
3182	26545	15153
3183	26553	15145
3184	26562	15136
3185	26570	15128
3186	26579	15120
3187	26588	15112
3188	26596	15103
3189	26604	15095
3190	26612	15086
3191	26620	15078
3192	26628	15069
3193	26637	15061
3194	26645	15053
3195	26654	15045
3196	26662	15036
3197	26670	15028
3198	26678	15019
3199	26686	15011
3200	26694	15002
3201	26702	14994
3202	26711	14986
3203	26720	14978
3204	26728	14969
3205	26737	14961
3206	26745	14952
3207	26754	14944
3208	26762	14936
3209	26771	14928
3210	26779	14920
3211	26788	14912
3212	26796	14903
3213	26805	14895
3214	26813	14886
3215	26822	14878
3216	26830	14870
3217	26838	14862
3218	26847	14854
3219	26856	14845
3220	26864	14837
3221	26873	14829
3222	26883	14822
3223	26891	14813
3224	26900	14805
3225	26908	14797
3226	26916	14788
3227	26925	14780
3228	26934	14772
3229	26942	14764
