iter	Passed	Remaining
3230	26951	14756
3231	26959	14747
3232	26967	14739
3233	26976	14731
3234	26985	14723
3235	26994	14715
3236	27002	14706
3237	27010	14698
3238	27018	14689
3239	27026	14681
3240	27035	14673
3241	27043	14664
3242	27051	14656
3243	27059	14647
3244	27067	14638
3245	27076	14630
3246	27084	14622
3247	27093	14614
3248	27102	14606
3249	27110	14597
3250	27119	14589
3251	27126	14581
3252	27135	14573
3253	27143	14564
3254	27152	14556
3255	27160	14548
3256	27169	14539
3257	27177	14531
3258	27184	14522
3259	27192	14514
3260	27202	14506
3261	27210	14497
3262	27218	14489
3263	27226	14480
3264	27235	14472
3265	27243	14464
3266	27252	14456
3267	27260	14447
3268	27268	14439
3269	27277	14431
3270	27286	14423
3271	27295	14414
3272	27303	14406
3273	27312	14398
3274	27321	14390
3275	27329	14382
3276	27337	14373
3277	27345	14365
3278	27354	14357
3279	27363	14348
3280	27371	14340
3281	27379	14332
3282	27388	14323
3283	27396	14315
3284	27405	14307
3285	27413	14298
3286	27420	14290
3287	27429	14281
3288	27437	14273
3289	27445	14264
3290	27454	14257
3291	27463	14248
3292	27472	14240
3293	27480	14232
3294	27489	14224
3295	27497	14215
3296	27505	14207
3297	27513	14199
3298	27521	14190
3299	27530	14182
3300	27538	14174
3301	27546	14165
3302	27555	14157
3303	27564	14149
3304	27572	14140
3305	27580	14132
3306	27589	14124
3307	27597	14115
3308	27605	14107
3309	27613	14098
3310	27621	14090
3311	27630	14082
3312	27638	14073
3313	27646	14065
3314	27655	14056
3315	27663	14048
3316	27671	14040
3317	27680	14032
3318	27688	14023
3319	27697	14015
3320	27705	14007
3321	27713	13998
3322	27722	13990
3323	27730	13982
3324	27738	13973
3325	27747	13965
3326	27756	13957
3327	27764	13948
3328	27773	13940
3329	27781	13932
3330	27789	13924
3331	27798	13915
3332	27806	13907
3333	27814	13898
3334	27821	13890
3335	27830	13882
3336	27839	13874
3337	27847	13865
3338	27856	13857
3339	27864	13848
3340	27873	13840
3341	27881	13832
3342	27889	13823
3343	27897	13815
3344	27904	13806
3345	27913	13798
3346	27921	13789
3347	27930	13781
3348	27938	13773
3349	27946	13764
3350	27955	13756
3351	27963	13747
3352	27971	13739
3353	27979	13731
3354	27987	13722
3355	27996	13714
3356	28004	13706
3357	28012	13697
3358	28021	13689
3359	28029	13681
3360	28038	13673
3361	28047	13664
3362	28055	13656
3363	28063	13648
3364	28071	13639
3365	28080	13631
3366	28088	13623
3367	28096	13614
3368	28105	13606
3369	28114	13598
3370	28123	13590
3371	28131	13581
3372	28139	13573
3373	28148	13565
3374	28156	13556
3375	28164	13548
3376	28172	13539
3377	28180	13531
3378	28188	13522
3379	28197	13514
3380	28205	13506
3381	28213	13497
3382	28221	13489
3383	28229	13480
3384	28237	13472
3385	28246	13464
3386	28254	13455
3387	28262	13447
3388	28270	13438
3389	28278	13430
3390	28287	13422
3391	28295	13413
3392	28304	13405
3393	28312	13397
3394	28320	13388
3395	28329	13380
3396	28337	13372
3397	28346	13363
3398	28354	13355
3399	28363	13347
3400	28371	13339
3401	28379	13330
3402	28387	13322
3403	28396	13313
3404	28404	13305
3405	28412	13297
3406	28421	13288
3407	28429	13280
3408	28436	13271
3409	28445	13263
3410	28453	13255
3411	28462	13247
3412	28471	13238
3413	28479	13230
3414	28487	13222
3415	28495	13213
3416	28503	13204
3417	28511	13196
3418	28519	13187
3419	28527	13179
3420	28535	13171
3421	28543	13162
3422	28551	13153
3423	28560	13145
3424	28567	13136
3425	28575	13128
3426	28583	13120
3427	28592	13111
3428	28599	13103
3429	28607	13094
3430	28615	13085
3431	28623	13077
3432	28631	13068
3433	28639	13060
3434	28647	13051
3435	28655	13043
3436	28664	13035
3437	28671	13026
3438	28679	13018
3439	28687	13009
3440	28695	13001
3441	28703	12992
3442	28710	12983
3443	28718	12975
3444	28726	12966
3445	28735	12958
3446	28744	12950
3447	28752	12941
3448	28760	12933
3449	28768	12925
3450	28777	12916
3451	28784	12908
3452	28792	12899
3453	28800	12891
3454	28808	12882
3455	28816	12874
3456	28824	12865
3457	28832	12856
3458	28839	12848
3459	28847	12839
3460	28855	12831
3461	28864	12822
3462	28872	12814
3463	28880	12806
3464	28888	12797
3465	28897	12789
3466	28905	12780
3467	28913	12772
3468	28921	12764
3469	28929	12755
3470	28937	12747
3471	28946	12738
3472	28954	12730
3473	28962	12722
3474	28970	12713
3475	28979	12705
3476	28987	12697
3477	28995	12688
3478	29003	12679
3479	29010	12671
3480	29018	12662
3481	29026	12654
3482	29035	12646
3483	29043	12637
3484	29051	12629
3485	29060	12621
3486	29068	12612
3487	29075	12604
3488	29083	12595
3489	29092	12587
3490	29100	12578
3491	29109	12570
3492	29117	12562
3493	29126	12554
3494	29133	12545
3495	29141	12536
3496	29149	12528
3497	29157	12519
3498	29165	12511
3499	29173	12503
3500	29182	12494
3501	29191	12486
3502	29199	12478
3503	29207	12469
3504	29215	12461
3505	29223	12452
3506	29230	12444
3507	29239	12435
3508	29247	12427
3509	29255	12418
3510	29263	12410
3511	29272	12402
3512	29280	12393
3513	29288	12385
3514	29296	12376
3515	29304	12368
3516	29313	12360
3517	29321	12352
3518	29329	12343
3519	29337	12334
3520	29346	12326
3521	29354	12318
3522	29363	12310
3523	29371	12301
3524	29379	12293
3525	29388	12285
3526	29396	12277
3527	29405	12268
3528	29413	12260
3529	29421	12251
3530	29429	12243
3531	29437	12234
3532	29445	12226
3533	29453	12217
3534	29460	12209
3535	29469	12201
3536	29478	12192
3537	29486	12184
3538	29495	12176
3539	29503	12167
3540	29511	12159
3541	29519	12150
3542	29527	12142
3543	29535	12134
3544	29544	12126
3545	29554	12118
3546	29564	12110
3547	29574	12103
3548	29581	12094
3549	29589	12085
3550	29599	12078
3551	29607	12069
3552	29616	12061
3553	29625	12053
3554	29632	12044
3555	29641	12036
3556	29649	12027
3557	29657	12019
3558	29666	12011
3559	29675	12003
3560	29683	11994
3561	29691	11986
3562	29699	11978
3563	29707	11969
3564	29715	11961
3565	29724	11953
3566	29732	11944
3567	29741	11936
3568	29748	11927
3569	29756	11919
3570	29764	11910
3571	29773	11902
3572	29781	11894
3573	29789	11885
3574	29797	11877
3575	29806	11869
3576	29814	11860
3577	29823	11852
3578	29830	11843
3579	29839	11835
3580	29847	11827
3581	29855	11818
3582	29863	11810
3583	29871	11801
3584	29880	11793
3585	29888	11785
3586	29896	11776
3587	29904	11768
3588	29913	11760
3589	29920	11751
3590	29929	11743
3591	29937	11734
3592	29945	11726
3593	29953	11718
3594	29961	11709
3595	29969	11701
3596	29978	11692
3597	29986	11684
3598	29994	11676
3599	30002	11667
3600	30011	11659
3601	30020	11651
3602	30028	11642
3603	30037	11634
3604	30044	11626
3605	30053	11618
3606	30062	11609
3607	30070	11601
3608	30079	11593
3609	30087	11584
3610	30096	11576
3611	30104	11568
3612	30112	11559
3613	30119	11551
3614	30127	11542
3615	30135	11534
3616	30143	11525
3617	30151	11517
3618	30160	11508
3619	30167	11500
3620	30175	11491
3621	30184	11483
3622	30192	11475
3623	30201	11467
3624	30208	11458
3625	30217	11450
3626	30225	11441
3627	30232	11433
3628	30241	11424
3629	30250	11416
3630	30258	11408
3631	30267	11400
3632	30275	11391
3633	30283	11383
3634	30292	11375
3635	30300	11366
3636	30309	11358
3637	30317	11350
3638	30326	11342
3639	30334	11333
3640	30343	11325
3641	30351	11317
3642	30359	11308
3643	30368	11300
3644	30377	11292
3645	30385	11284
3646	30394	11276
3647	30403	11267
3648	30411	11259
3649	30420	11251
3650	30428	11243
3651	30437	11234
3652	30444	11226
3653	30453	11217
3654	30461	11209
3655	30470	11201
3656	30478	11192
3657	30486	11184
3658	30494	11176
3659	30503	11167
3660	30511	11159
3661	30520	11151
3662	30528	11142
3663	30537	11134
3664	30546	11126
3665	30554	11118
3666	30563	11110
3667	30571	11101
3668	30579	11093
3669	30588	11085
3670	30598	11077
3671	30606	11068
3672	30614	11060
3673	30623	11052
3674	30631	11044
3675	30640	11035
3676	30649	11027
3677	30657	11019
3678	30666	11011
3679	30674	11002
3680	30682	10994
3681	30691	10986
3682	30699	10977
3683	30708	10969
3684	30716	10961
3685	30724	10952
3686	30732	10944
3687	30741	10936
3688	30749	10927
3689	30757	10919
3690	30765	10910
3691	30774	10902
3692	30782	10894
3693	30790	10886
3694	30799	10877
3695	30807	10869
3696	30816	10861
3697	30823	10852
3698	30831	10844
3699	30839	10835
3700	30848	10827
3701	30856	10818
3702	30864	10810
3703	30871	10801
3704	30880	10793
3705	30888	10785
3706	30897	10777
3707	30906	10768
3708	30915	10760
3709	30923	10752
3710	30931	10743
3711	30940	10735
3712	30948	10727
3713	30956	10719
3714	30965	10710
3715	30973	10702
3716	30982	10694
3717	30989	10685
3718	30998	10677
3719	31006	10668
3720	31014	10660
3721	31022	10652
3722	31031	10643
3723	31040	10635
3724	31048	10627
3725	31056	10619
3726	31065	10610
3727	31073	10602
3728	31082	10594
3729	31090	10585
3730	31099	10577
3731	31107	10569
3732	31116	10560
3733	31123	10552
3734	31132	10544
3735	31141	10535
3736	31149	10527
3737	31158	10519
3738	31166	10511
3739	31174	10502
3740	31182	10494
3741	31190	10485
3742	31198	10477
3743	31206	10468
3744	31214	10460
3745	31222	10451
3746	31231	10443
3747	31239	10435
3748	31248	10427
3749	31256	10418
3750	31265	10410
3751	31275	10402
3752	31283	10394
3753	31291	10386
3754	31299	10377
3755	31308	10369
3756	31315	10360
3757	31323	10352
3758	31331	10343
3759	31339	10335
3760	31347	10327
3761	31355	10318
3762	31363	10310
3763	31371	10301
3764	31379	10293
3765	31388	10284
3766	31395	10276
3767	31404	10268
3768	31411	10259
3769	31419	10250
3770	31428	10242
3771	31436	10234
3772	31445	10226
3773	31452	10217
3774	31460	10209
3775	31468	10200
3776	31477	10192
3777	31485	10184
3778	31493	10175
3779	31501	10167
3780	31509	10158
3781	31517	10150
3782	31525	10141
3783	31533	10133
3784	31540	10124
3785	31548	10116
3786	31556	10107
3787	31564	10099
3788	31572	10090
3789	31580	10082
3790	31588	10074
3791	31596	10065
3792	31604	10057
3793	31612	10048
3794	31621	10040
3795	31629	10032
3796	31636	10023
3797	31645	10015
3798	31652	10006
3799	31661	9998
3800	31669	9990
3801	31678	9981
3802	31686	9973
3803	31693	9964
3804	31702	9956
3805	31710	9948
3806	31718	9939
3807	31726	9931
3808	31734	9922
3809	31742	9914
3810	31750	9906
3811	31758	9897
3812	31766	9889
3813	31775	9880
3814	31783	9872
3815	31791	9864
3816	31799	9855
3817	31806	9846
3818	31815	9838
3819	31822	9830
3820	31831	9821
3821	31839	9813
3822	31847	9805
3823	31855	9796
3824	31863	9788
3825	31871	9779
3826	31879	9771
3827	31888	9763
3828	31896	9754
3829	31904	9746
3830	31912	9737
3831	31920	9729
3832	31929	9721
3833	31937	9712
3834	31945	9704
3835	31953	9695
3836	31960	9687
3837	31968	9678
3838	31976	9670
3839	31984	9662
3840	31992	9653
3841	32001	9645
3842	32008	9636
3843	32016	9628
3844	32024	9619
3845	32032	9611
3846	32040	9602
3847	32048	9594
3848	32057	9586
3849	32065	9577
3850	32073	9569
3851	32082	9561
3852	32090	9553
3853	32098	9544
3854	32106	9536
3855	32115	9527
3856	32123	9519
3857	32132	9511
3858	32140	9502
3859	32148	9494
3860	32156	9486
3861	32165	9478
3862	32174	9469
3863	32182	9461
3864	32190	9453
3865	32199	9445
3866	32208	9436
3867	32216	9428
3868	32225	9420
3869	32233	9411
3870	32242	9403
3871	32249	9395
3872	32258	9386
3873	32266	9378
3874	32274	9370
3875	32283	9361
3876	32291	9353
3877	32300	9345
3878	32308	9336
3879	32316	9328
3880	32324	9320
3881	32332	9311
3882	32341	9303
3883	32349	9294
3884	32357	9286
3885	32365	9278
3886	32373	9269
3887	32381	9261
3888	32390	9253
3889	32398	9244
3890	32407	9236
3891	32415	9228
3892	32423	9219
3893	32431	9211
3894	32440	9203
3895	32448	9194
3896	32457	9186
3897	32465	9178
3898	32473	9169
3899	32481	9161
3900	32489	9153
3901	32498	9144
3902	32506	9136
3903	32515	9128
3904	32523	9119
3905	32532	9111
3906	32540	9103
3907	32548	9094
3908	32556	9086
3909	32565	9078
3910	32573	9070
3911	32582	9061
3912	32590	9053
3913	32599	9045
3914	32607	9036
3915	32616	9028
3916	32624	9020
3917	32633	9012
3918	32641	9003
3919	32650	8995
3920	32659	8987
3921	32667	8978
3922	32675	8970
3923	32683	8962
3924	32691	8953
3925	32700	8945
3926	32709	8937
3927	32717	8928
3928	32725	8920
3929	32733	8912
3930	32742	8904
3931	32751	8895
3932	32759	8887
3933	32768	8879
3934	32776	8870
3935	32785	8862
3936	32793	8854
3937	32802	8846
3938	32810	8837
3939	32818	8829
3940	32827	8821
3941	32835	8812
3942	32843	8804
3943	32852	8796
3944	32860	8787
3945	32868	8779
3946	32877	8771
3947	32886	8763
3948	32895	8755
3949	32903	8746
3950	32912	8738
3951	32920	8729
3952	32928	8721
3953	32937	8713
3954	32946	8705
3955	32955	8696
3956	32963	8688
3957	32971	8680
3958	32980	8672
3959	32988	8663
3960	32997	8655
3961	33005	8647
3962	33014	8638
3963	33022	8630
3964	33030	8622
3965	33039	8613
3966	33047	8605
3967	33055	8597
3968	33063	8588
3969	33071	8580
3970	33080	8572
3971	33090	8564
3972	33098	8555
3973	33106	8547
3974	33114	8539
3975	33123	8530
3976	33132	8522
3977	33140	8514
3978	33148	8505
3979	33156	8497
3980	33165	8489
3981	33173	8480
3982	33180	8472
3983	33189	8463
3984	33197	8455
3985	33205	8447
3986	33213	8438
3987	33220	8430
3988	33229	8421
3989	33237	8413
3990	33245	8405
3991	33253	8396
3992	33261	8388
3993	33269	8379
3994	33277	8371
3995	33285	8362
3996	33292	8354
3997	33301	8346
3998	33309	8337
3999	33317	8329
4000	33325	8320
4001	33333	8312
4002	33341	8304
4003	33349	8295
4004	33357	8287
4005	33365	8279
4006	33373	8270
4007	33382	8262
4008	33390	8253
4009	33398	8245
4010	33407	8237
4011	33414	8228
4012	33423	8220
4013	33431	8212
4014	33439	8203
4015	33448	8195
4016	33456	8187
4017	33464	8178
4018	33472	8170
4019	33480	8161
4020	33488	8153
4021	33497	8145
4022	33505	8136
4023	33512	8128
4024	33520	8119
4025	33529	8111
4026	33537	8103
4027	33545	8094
4028	33552	8086
4029	33560	8077
4030	33569	8069
4031	33578	8061
4032	33586	8053
4033	33594	8044
4034	33602	8036
4035	33610	8027
4036	33618	8019
4037	33627	8011
4038	33634	8002
4039	33642	7994
4040	33650	7985
4041	33658	7977
4042	33667	7969
4043	33675	7960
4044	33683	7952
4045	33692	7944
4046	33700	7935
4047	33709	7927
4048	33717	7919
4049	33725	7910
4050	33733	7902
4051	33741	7894
4052	33750	7885
4053	33757	7877
4054	33765	7868
4055	33774	7860
4056	33783	7852
4057	33791	7844
4058	33799	7835
4059	33807	7827
4060	33816	7819
4061	33824	7810
4062	33832	7802
4063	33839	7793
4064	33847	7785
4065	33856	7777
4066	33864	7768
4067	33872	7760
4068	33881	7752
4069	33889	7743
4070	33897	7735
4071	33906	7727
4072	33914	7718
4073	33922	7710
4074	33931	7702
4075	33939	7693
4076	33947	7685
4077	33955	7677
4078	33963	7668
4079	33971	7660
4080	33979	7651
4081	33987	7643
4082	33995	7635
4083	34004	7626
4084	34011	7618
4085	34019	7609
4086	34028	7601
4087	34035	7593
4088	34043	7584
4089	34051	7576
4090	34060	7568
4091	34069	7559
4092	34078	7551
4093	34086	7543
4094	34094	7534
4095	34103	7526
4096	34113	7518
4097	34121	7510
4098	34130	7502
4099	34139	7493
4100	34147	7485
4101	34155	7477
4102	34163	7468
4103	34172	7460
4104	34180	7452
4105	34188	7443
4106	34196	7435
4107	34205	7427
4108	34213	7418
4109	34221	7410
4110	34229	7402
4111	34237	7393
4112	34245	7385
4113	34253	7376
4114	34260	7368
4115	34269	7360
4116	34277	7351
4117	34285	7343
4118	34293	7334
4119	34301	7326
4120	34309	7318
4121	34317	7309
4122	34325	7301
4123	34333	7293
4124	34341	7284
4125	34349	7276
4126	34357	7267
4127	34366	7259
4128	34374	7251
4129	34382	7242
4130	34390	7234
4131	34398	7225
4132	34406	7217
4133	34414	7209
4134	34422	7200
4135	34432	7192
4136	34443	7185
4137	34451	7176
4138	34460	7168
4139	34468	7160
4140	34477	7151
4141	34484	7143
4142	34492	7135
4143	34500	7126
4144	34508	7118
4145	34517	7110
4146	34526	7101
4147	34534	7093
4148	34543	7085
4149	34551	7076
4150	34559	7068
4151	34568	7060
4152	34576	7051
4153	34585	7043
4154	34592	7035
4155	34601	7026
4156	34609	7018
4157	34618	7010
4158	34626	7001
4159	34634	6993
4160	34642	6985
4161	34650	6976
4162	34658	6968
4163	34667	6960
4164	34675	6951
4165	34683	6943
4166	34691	6934
4167	34700	6926
4168	34707	6918
4169	34715	6909
4170	34723	6901
4171	34732	6893
4172	34740	6884
4173	34747	6876
4174	34755	6867
4175	34763	6859
4176	34771	6851
4177	34780	6842
4178	34788	6834
4179	34796	6826
4180	34804	6817
4181	34813	6809
4182	34821	6801
4183	34829	6792
4184	34838	6784
4185	34846	6776
4186	34853	6767
4187	34861	6759
4188	34869	6750
4189	34877	6742
4190	34886	6734
4191	34894	6725
4192	34903	6717
4193	34911	6709
4194	34919	6700
4195	34928	6692
4196	34937	6684
4197	34945	6676
4198	34954	6667
4199	34962	6659
4200	34970	6651
4201	34979	6642
4202	34987	6634
4203	34995	6626
4204	35004	6617
4205	35012	6609
4206	35020	6601
4207	35028	6592
4208	35036	6584
4209	35043	6575
4210	35052	6567
4211	35060	6559
4212	35067	6550
4213	35076	6542
4214	35083	6533
4215	35092	6525
4216	35100	6517
4217	35108	6509
4218	35116	6500
4219	35124	6492
4220	35132	6483
4221	35140	6475
4222	35148	6467
4223	35156	6458
4224	35164	6450
4225	35173	6442
4226	35180	6433
4227	35189	6425
4228	35197	6416
4229	35205	6408
4230	35213	6400
4231	35221	6391
4232	35229	6383
4233	35237	6375
4234	35245	6366
4235	35253	6358
4236	35261	6349
4237	35269	6341
4238	35277	6333
4239	35285	6324
4240	35294	6316
4241	35302	6308
4242	35310	6299
4243	35318	6291
4244	35326	6283
4245	35335	6274
4246	35344	6266
4247	35352	6258
4248	35360	6249
4249	35368	6241
4250	35377	6233
4251	35385	6224
4252	35394	6216
4253	35402	6208
4254	35410	6199
4255	35419	6191
4256	35428	6183
4257	35437	6175
4258	35445	6166
4259	35453	6158
4260	35462	6150
4261	35470	6141
4262	35478	6133
4263	35486	6125
4264	35495	6116
4265	35503	6108
4266	35511	6100
4267	35519	6091
4268	35528	6083
4269	35536	6075
4270	35544	6066
4271	35553	6058
4272	35561	6050
4273	35569	6042
4274	35578	6033
4275	35586	6025
4276	35595	6017
4277	35604	6008
4278	35612	6000
4279	35620	5992
4280	35629	5984
4281	35638	5975
4282	35646	5967
4283	35655	5959
4284	35664	5950
4285	35672	5942
4286	35681	5934
4287	35689	5926
4288	35698	5917
4289	35707	5909
4290	35715	5901
4291	35724	5892
4292	35732	5884
4293	35740	5876
4294	35748	5867
4295	35757	5859
4296	35766	5851
4297	35774	5843
4298	35782	5834
4299	35791	5826
4300	35799	5818
4301	35808	5809
4302	35816	5801
4303	35825	5793
4304	35833	5784
4305	35841	5776
4306	35850	5768
4307	35858	5760
4308	35866	5751
4309	35875	5743
4310	35883	5735
4311	35891	5726
4312	35899	5718
4313	35908	5710
4314	35916	5701
4315	35925	5693
4316	35933	5685
4317	35941	5676
4318	35949	5668
4319	35957	5660
4320	35966	5651
4321	35974	5643
4322	35982	5635
4323	35990	5626
4324	35998	5618
4325	36007	5609
4326	36015	5601
4327	36024	5593
4328	36033	5585
4329	36041	5576
4330	36050	5568
4331	36058	5560
4332	36066	5551
4333	36074	5543
4334	36082	5535
4335	36090	5526
4336	36099	5518
4337	36107	5510
4338	36115	5501
4339	36123	5493
4340	36132	5485
4341	36140	5476
4342	36147	5468
4343	36155	5459
4344	36164	5451
4345	36172	5443
4346	36180	5434
4347	36188	5426
4348	36196	5418
4349	36204	5409
4350	36212	5401
4351	36219	5393
4352	36227	5384
4353	36235	5376
4354	36243	5367
4355	36251	5359
4356	36260	5351
4357	36268	5342
4358	36277	5334
4359	36285	5326
4360	36293	5318
4361	36302	5309
4362	36310	5301
4363	36319	5293
4364	36328	5284
4365	36336	5276
4366	36344	5268
4367	36353	5259
4368	36360	5251
4369	36369	5243
4370	36377	5234
4371	36385	5226
4372	36393	5218
4373	36401	5209
4374	36410	5201
4375	36418	5193
4376	36427	5184
4377	36435	5176
4378	36444	5168
4379	36452	5159
4380	36461	5151
4381	36469	5143
4382	36477	5134
4383	36485	5126
4384	36493	5118
4385	36501	5109
4386	36509	5101
4387	36517	5093
4388	36525	5084
4389	36533	5076
4390	36541	5068
4391	36550	5059
4392	36558	5051
4393	36566	5043
4394	36574	5034
4395	36582	5026
4396	36591	5018
4397	36599	5009
4398	36607	5001
4399	36615	4992
4400	36623	4984
4401	36631	4976
4402	36639	4967
4403	36648	4959
4404	36656	4951
4405	36665	4943
4406	36673	4934
4407	36681	4926
4408	36689	4918
4409	36697	4909
4410	36705	4901
4411	36713	4892
4412	36721	4884
4413	36729	4876
4414	36737	4867
4415	36745	4859
4416	36753	4851
4417	36762	4842
4418	36770	4834
4419	36778	4826
4420	36786	4817
4421	36794	4809
4422	36803	4801
4423	36812	4792
4424	36820	4784
4425	36828	4776
4426	36837	4767
4427	36845	4759
4428	36854	4751
4429	36862	4743
4430	36871	4734
4431	36879	4726
4432	36887	4718
4433	36896	4709
4434	36905	4701
4435	36914	4693
4436	36923	4685
4437	36931	4676
4438	36940	4668
4439	36948	4660
4440	36956	4651
4441	36964	4643
4442	36972	4635
4443	36981	4626
4444	36988	4618
4445	36997	4610
4446	37005	4601
4447	37013	4593
4448	37021	4585
4449	37029	4576
4450	37038	4568
4451	37046	4560
4452	37054	4551
4453	37062	4543
4454	37071	4535
4455	37080	4526
4456	37088	4518
4457	37096	4510
4458	37104	4501
4459	37113	4493
4460	37121	4485
4461	37129	4476
4462	37138	4468
4463	37145	4460
4464	37154	4451
4465	37162	4443
4466	37170	4435
4467	37178	4426
4468	37187	4418
4469	37195	4410
4470	37206	4402
4471	37217	4394
4472	37226	4385
4473	37235	4377
4474	37243	4369
4475	37252	4361
4476	37261	4352
4477	37269	4344
4478	37276	4336
4479	37284	4327
4480	37293	4319
4481	37301	4311
4482	37310	4302
4483	37318	4294
4484	37326	4286
4485	37334	4277
4486	37343	4269
4487	37351	4261
4488	37360	4252
4489	37368	4244
4490	37376	4236
4491	37385	4227
4492	37393	4219
4493	37402	4211
4494	37410	4202
4495	37418	4194
4496	37426	4186
4497	37435	4177
4498	37443	4169
4499	37452	4161
4500	37461	4153
4501	37469	4144
4502	37477	4136
4503	37485	4128
4504	37494	4119
4505	37503	4111
4506	37511	4103
4507	37519	4094
4508	37527	4086
4509	37535	4078
4510	37543	4069
4511	37552	4061
4512	37560	4053
4513	37568	4044
4514	37576	4036
4515	37585	4028
4516	37593	4019
4517	37602	4011
4518	37610	4003
4519	37619	3994
4520	37627	3986
4521	37636	3978
4522	37644	3969
4523	37651	3961
4524	37660	3953
4525	37668	3945
4526	37677	3936
4527	37685	3928
4528	37693	3919
4529	37701	3911
4530	37710	3903
4531	37718	3895
4532	37727	3886
4533	37735	3878
4534	37742	3870
4535	37751	3861
4536	37760	3853
4537	37768	3845
4538	37776	3836
4539	37783	3828
4540	37791	3819
4541	37800	3811
4542	37811	3803
4543	37821	3795
4544	37831	3787
4545	37842	3779
4546	37852	3771
4547	37863	3763
4548	37873	3754
4549	37883	3746
4550	37893	3738
4551	37901	3730
4552	37908	3721
4553	37916	3713
4554	37925	3705
4555	37933	3696
4556	37941	3688
4557	37949	3680
4558	37957	3671
4559	37965	3663
4560	37974	3655
4561	37982	3646
4562	37990	3638
4563	37998	3630
4564	38007	3621
4565	38015	3613
4566	38023	3605
4567	38031	3596
4568	38040	3588
4569	38048	3580
4570	38057	3571
4571	38065	3563
4572	38073	3555
4573	38081	3546
4574	38090	3538
4575	38098	3530
4576	38105	3521
4577	38114	3513
4578	38122	3505
4579	38130	3496
4580	38138	3488
4581	38146	3479
4582	38153	3471
4583	38161	3463
4584	38169	3454
4585	38177	3446
4586	38185	3438
4587	38193	3429
4588	38201	3421
4589	38209	3413
4590	38217	3404
4591	38225	3396
4592	38233	3388
4593	38241	3379
4594	38249	3371
4595	38258	3363
4596	38266	3354
4597	38274	3346
4598	38282	3337
4599	38290	3329
4600	38299	3321
4601	38307	3312
4602	38315	3304
4603	38323	3296
4604	38331	3287
4605	38340	3279
4606	38347	3271
4607	38356	3262
4608	38363	3254
4609	38372	3246
4610	38380	3237
4611	38388	3229
4612	38396	3221
4613	38404	3212
4614	38412	3204
4615	38420	3196
4616	38428	3187
4617	38436	3179
4618	38444	3171
4619	38452	3162
4620	38460	3154
4621	38468	3146
4622	38476	3137
4623	38484	3129
4624	38492	3121
4625	38501	3112
4626	38508	3104
4627	38517	3096
4628	38524	3087
4629	38532	3079
4630	38540	3070
4631	38550	3062
4632	38558	3054
4633	38566	3046
4634	38574	3037
4635	38582	3029
4636	38590	3020
4637	38598	3012
4638	38607	3004
4639	38615	2996
4640	38623	2987
4641	38631	2979
4642	38639	2971
4643	38648	2962
4644	38655	2954
4645	38665	2946
4646	38673	2937
4647	38681	2929
4648	38689	2921
4649	38697	2912
4650	38706	2904
4651	38714	2896
4652	38722	2887
4653	38729	2879
4654	38737	2871
4655	38746	2862
4656	38754	2854
4657	38762	2846
4658	38770	2837
4659	38778	2829
4660	38786	2820
4661	38795	2812
4662	38803	2804
4663	38812	2796
4664	38820	2787
4665	38828	2779
4666	38836	2771
4667	38845	2762
4668	38852	2754
4669	38861	2746
4670	38869	2737
4671	38877	2729
4672	38885	2721
4673	38893	2712
4674	38901	2704
4675	38909	2696
4676	38918	2687
4677	38925	2679
4678	38933	2671
4679	38941	2662
4680	38950	2654
4681	38957	2645
4682	38966	2637
4683	38974	2629
4684	38982	2621
4685	38991	2612
4686	38999	2604
4687	39007	2596
4688	39016	2587
4689	39024	2579
4690	39032	2571
4691	39040	2562
4692	39048	2554
4693	39056	2546
4694	39065	2537
4695	39074	2529
4696	39081	2521
4697	39089	2512
4698	39097	2504
4699	39106	2496
4700	39114	2487
4701	39122	2479
4702	39130	2471
4703	39138	2462
4704	39147	2454
4705	39155	2446
4706	39163	2437
4707	39171	2429
