iter	Logloss
0	0.4780277854
5	0.1633338021
10	0.1081531315
15	0.09221940073
20	0.08495926478
25	0.0813515006
30	0.07759174217
35	0.07571070908
40	0.07440803781
45	0.07345032937
50	0.07225955991
55	0.07094197016
60	0.07019963178
65	0.06975301732
70	0.0687990319
75	0.06782170499
80	0.06723777713
85	0.06692764698
90	0.06622311969
95	0.06604346421
100	0.06576761224
105	0.0654365698
110	0.06526601327
115	0.06506527652
120	0.06471455225
125	0.06454864817
130	0.06414999465
135	0.0637547473
140	0.06362220253
145	0.06346138393
150	0.06333016995
155	0.06309359715
160	0.06290209137
165	0.06279807919
170	0.06269690284
175	0.06258370721
180	0.06226435664
185	0.0621342886
190	0.06190805576
195	0.06176633811
200	0.06153262755
205	0.06143906622
210	0.06136432595
215	0.06125957972
220	0.06115998236
225	0.06098889773
230	0.06089548956
235	0.06075878345
240	0.0607134788
245	0.06064798534
250	0.06058489468
255	0.06048085082
260	0.06037739313
265	0.06024667026
270	0.06019099924
275	0.06013528069
280	0.05996170877
285	0.0599043109
290	0.05985146515
295	0.05976850783
300	0.05965343221
305	0.05955888864
310	0.0593855438
315	0.05932072102
320	0.05921773333
325	0.05907356534
330	0.05895800916
335	0.05886161728
340	0.05865142776
345	0.05853508472
350	0.0584292876
355	0.05837458298
360	0.05830328584
365	0.05826835283
370	0.05821765639
375	0.05814396173
380	0.058081114
385	0.05793647602
390	0.05785472802
395	0.05780763842
400	0.05775576435
405	0.05769181291
410	0.05762923979
415	0.05751062069
420	0.05746558536
425	0.05738226894
430	0.05733449283
435	0.05730062128
440	0.05725836897
445	0.05722143978
450	0.0571864434
455	0.05707090834
460	0.05703258501
465	0.05695846788
470	0.05692669283
475	0.05688056964
480	0.05684501348
485	0.05678759449
490	0.05674900711
495	0.05669006194
500	0.05662193861
505	0.05658136562
510	0.05654441003
515	0.05648223297
520	0.0564243651
525	0.05638504368
530	0.05634612889
535	0.0562829379
540	0.05624565489
545	0.05618248502
550	0.0561245221
555	0.05607305994
560	0.05603859165
565	0.05600591885
570	0.05596303284
575	0.05590729844
580	0.05583125379
585	0.05579928336
590	0.05577294761
595	0.05573676832
600	0.05570370473
605	0.05563045367
610	0.05556249404
615	0.05552091241
620	0.05548978163
625	0.0554558203
630	0.05540973935
635	0.05536694311
640	0.05532545653
645	0.05527566841
650	0.05524818672
655	0.05512929302
660	0.05501832064
665	0.05497986
670	0.05493194131
675	0.05488301925
680	0.05481847635
685	0.05477649336
690	0.05475010481
695	0.05471502922
700	0.05464627746
705	0.05458474995
710	0.05455892117
715	0.0545313497
720	0.0544274801
725	0.05438632094
730	0.05435274511
735	0.05427439272
740	0.05424124992
745	0.05420377153
750	0.05416937188
755	0.05412594194
760	0.05409183803
765	0.05405879557
770	0.05402934939
775	0.05397456028
780	0.05394011311
785	0.05387635706
790	0.05385614186
795	0.05381102203
800	0.0537787453
805	0.05369118305
810	0.05363252834
815	0.05357519384
820	0.05354844619
825	0.05352441291
830	0.05345744081
835	0.05343279495
840	0.05338293817
845	0.05334034261
850	0.05328228463
855	0.0532134695
860	0.05318320479
865	0.05314226742
870	0.05310554419
875	0.05305859718
880	0.05297602536
885	0.05293739573
890	0.05288758649
895	0.05285556852
900	0.05282001237
905	0.05278624643
910	0.05273693359
915	0.05270517438
920	0.05267716988
925	0.05265446739
930	0.05262196358
935	0.05257598825
940	0.05248468186
945	0.052454264
950	0.05242619085
955	0.05239603703
960	0.05236071324
965	0.05231728857
970	0.05226601124
975	0.0522239068
980	0.05216755983
985	0.05208639272
990	0.0520535351
995	0.05203532135
1000	0.05200855257
1005	0.05196951104
1010	0.0519386179
1015	0.05191171182
1020	0.05186437931
1025	0.05181744814
1030	0.05179071105
1035	0.051760346
1040	0.05173717879
1045	0.05170682958
1050	0.05164811677
1055	0.05161727644
1060	0.05158620903
1065	0.0515257905
1070	0.05147555878
1075	0.05143673377
1080	0.05139719055
1085	0.05135931081
1090	0.05133268462
1095	0.05128749614
1100	0.05126401207
1105	0.0512373542
1110	0.05121450384
1115	0.05118810472
1120	0.05116292021
1125	0.0511283463
1130	0.05109831395
1135	0.05106738912
1140	0.05104375191
1145	0.05100983811
1150	0.05097414465
1155	0.05093561536
1160	0.05090719895
1165	0.05088109029
1170	0.05083440732
1175	0.05080587474
1180	0.05077541463
1185	0.05074748406
1190	0.05071678104
1195	0.05067615524
1200	0.05064684636
1205	0.05061666614
1210	0.05058703513
1215	0.05055480593
1220	0.05052991715
1225	0.05049094955
1230	0.05046696908
1235	0.05043203607
1240	0.05039655384
1245	0.05035413255
1250	0.05031991773
1255	0.05028963718
1260	0.05026569895
1265	0.05022950909
1270	0.05020442492
1275	0.05016641316
1280	0.05014728581
1285	0.05009950971
1290	0.05005082529
1295	0.05002188607
1300	0.0499969392
1305	0.0499713111
1310	0.04994537142
1315	0.04992185567
1320	0.04989587375
1325	0.04985805738
1330	0.04982681042
1335	0.04977397523
1340	0.04974597073
1345	0.04972112948
1350	0.04969313554
1355	0.04967404517
1360	0.04964748235
1365	0.04962405109
1370	0.0495881728
1375	0.04954993924
1380	0.04951152085
1385	0.04948601421
1390	0.0494461911
1395	0.04942701095
1400	0.04939320277
1405	0.04935747234
1410	0.0493323248
1415	0.04930761557
1420	0.04928837205
1425	0.0492579225
1430	0.04923150227
1435	0.04920498169
1440	0.04917793831
1445	0.0491465963
1450	0.04911339014
1455	0.04909024933
1460	0.0490661474
1465	0.04904035031
1470	0.04901924792
1475	0.04899091072
1480	0.04896423172
1485	0.0489338297
1490	0.04890129949
1495	0.0488735696
1500	0.04884401252
1505	0.04881593937
1510	0.04879114037
1515	0.04875471287
1520	0.04873533732
1525	0.04870519935
1530	0.04867458082
1535	0.04864878372
1540	0.04862634527
1545	0.04859767538
1550	0.04856751629
1555	0.04854057324
1560	0.04852281365
1565	0.04849752352
1570	0.04848141684
1575	0.04844945697
1580	0.04843068344
1585	0.04840696174
1590	0.04838328756
1595	0.04834453647
1600	0.04831247098
1605	0.04829024376
1610	0.04826125174
1615	0.04823098174
1620	0.04820609824
1625	0.04818757292
1630	0.04815346372
1635	0.04812732338
1640	0.04810978558
1645	0.04807711806
1650	0.0480510094
1655	0.04802661702
1660	0.04799408153
1665	0.04796390659
1670	0.04793634568
1675	0.04789020665
1680	0.04786733516
1685	0.04783888707
1690	0.04781857153
1695	0.04778491121
1700	0.04776043434
1705	0.0477394006
1710	0.04771177104
1715	0.04768663934
1720	0.04765726182
1725	0.0476357528
1730	0.04761343581
1735	0.04758502996
1740	0.04755594816
1745	0.04752454278
1750	0.04749473222
1755	0.04743710199
1760	0.04741163231
1765	0.04738394467
1770	0.04735693825
1775	0.04733362846
1780	0.04731520875
1785	0.0472985687
1790	0.04727833238
1795	0.04725881425
1800	0.04719992717
1805	0.04717439941
1810	0.04714519615
1815	0.04711921951
1820	0.04709712959
1825	0.04707185531
1830	0.0470519464
